Destination.City,Orgin.City,Satisfaction,Airline.Status,Age,Gender,Price.Sensitivity,Year.of.First.Flight,No.of.Flights.p.a.,X..of.Flight.with.other.Airlines,Type.of.Travel,No..of.other.Loyalty.Cards,Shopping.Amount.at.Airport,Eating.and.Drinking.at.Airport,Class,Day.of.Month,Flight.date,Airline.Code,Airline.Name,Origin.State,Destination.State,Scheduled.Departure.Hour,Departure.Delay.in.Minutes,Arrival.Delay.in.Minutes,Flight.cancelled,Flight.time.in.minutes,Flight.Distance,Arrival.Delay.greater.5.Mins,olong,olat,dlong,dlat
"Atlanta, GA","Chattanooga, TN",4,Blue,57,Male,2,2009,37,3,Business travel,0,45,15,Eco,13,3/13/14,DL,Sigma Airlines Inc.,Tennessee,Georgia,7,0,0,No,22,106,no,-85.210372,35.058501,-84.331858,33.824102
"Baton Rouge, LA","Houston, TX",4,Blue,52,Female,1,2003,3,9,Business travel,0,0,135,Eco Plus,24,2/24/14,EV,FlyFast Airways Inc.,Texas,Louisiana,10,0,0,No,36,253,no,-95.393531,29.784308,-91.038912,30.427885
"Jacksonville, FL","Charlotte, NC",3,Blue,70,Female,1,2010,15,2,Business travel,0,0,20,Eco,21,3/21/14,US,Southeast Airlines Co.,North Carolina,Florida,20,92,87,No,49,328,yes,-80.815826,35.249654,-81.64274,30.24014
"New York, NY","Atlanta, GA",3,Blue,33,Male,0,2008,31,14,Mileage tickets,3,0,5,Eco Plus,21,2/21/14,DL,Sigma Airlines Inc.,Georgia,New York,6,57,44,No,94,762,yes,-84.331858,33.824102,-73.970221,40.718357
"Atlanta, GA","New York, NY",3,Silver,39,Female,1,2010,4,15,Business travel,3,0,90,Eco,24,2/24/14,DL,Sigma Airlines Inc.,New York,Georgia,16,0,0,No,120,760,no,-73.970221,40.718357,-84.331858,33.824102
"Las Vegas, NV","Seattle, WA",4,Silver,40,Female,1,2005,19,5,Business travel,1,20,60,Eco,11,3/11/14,AS,FlyToSun Airlines Inc.,Washington,Nevada,8,0,1,No,119,867,no,-122.274661,47.468409,-115.167218,36.134893
"Orlando, FL","Washington, DC",3,Gold,40,Female,1,2012,32,12,Personal Travel,2,90,150,Business,1,3/1/14,US,Southeast Airlines Co.,Virginia,Florida,17,0,0,No,107,759,no,-77.18974,38.897394,-81.411184,28.584434
"Tampa, FL","Atlanta, GA",5,Blue,55,Male,2,2007,19,10,Business travel,0,260,40,Business,3,1/3/14,DL,Sigma Airlines Inc.,Georgia,Florida,12,0,0,No,62,406,no,-84.331858,33.824102,-82.513188,28.006247
"Miami, FL","New York, NY",4,Gold,35,Female,1,2012,21,5,Business travel,2,0,95,Eco,28,3/28/14,DL,Sigma Airlines Inc.,New York,Florida,15,27,22,No,154,1096,yes,-73.970221,40.718357,-80.231428,26.175616
"Charlotte, NC","Phoenix, AZ",4,Blue,31,Male,2,2005,13,6,Business travel,0,210,80,Eco,3,3/3/14,US,Southeast Airlines Co.,Arizona,North Carolina,7,0,4,No,206,1773,no,-111.970041,33.494067,-80.815826,35.249654
"Tampa, FL","Miami, FL",4,Blue,67,Male,2,2012,29,10,Business travel,0,50,30,Eco,22,1/22/14,AA,Paul Smith Airlines Inc.,Florida,Florida,15,0,0,No,38,204,no,-80.231428,26.175616,-82.513188,28.006247
"Atlanta, GA","Charlotte, NC",4,Gold,34,Female,1,2008,3,41,Business travel,2,0,10,Eco,3,1/3/14,DL,Sigma Airlines Inc.,North Carolina,Georgia,7,9,6,No,41,226,yes,-80.815826,35.249654,-84.331858,33.824102
"Little Rock, AR","Houston, TX",2,Blue,57,Male,1,2004,9,1,Personal Travel,0,20,110,Eco,3,1/3/14,OO,Northwest Business Airlines Inc.,Texas,Arkansas,12,9,13,No,55,374,yes,-95.393531,29.784308,-92.321221,34.756564
"Houston, TX","Phoenix, AZ",4,Gold,43,Male,1,2007,17,8,Business travel,1,3,145,Eco,12,2/12/14,OU,Oursin Airlines Inc.,Arizona,Texas,11,11,0,No,124,1009,no,-111.970041,33.494067,-95.393531,29.784308
"Baton Rouge, LA","Atlanta, GA",4,Gold,54,Female,1,2011,4,3,Business travel,0,15,35,Eco,10,3/10/14,EV,FlyFast Airways Inc.,Georgia,Louisiana,16,0,0,No,69,448,no,-84.331858,33.824102,-91.038912,30.427885
"Fresno, CA","Denver, CO",4,Blue,44,Female,0,2010,19,6,Business travel,0,0,68,Eco,24,3/24/14,OO,Northwest Business Airlines Inc.,Colorado,California,11,0,0,No,113,844,no,-104.955096,39.710774,-119.761114,36.787755
"Dayton, OH","Chicago, IL",3,Blue,18,Male,2,2009,32,6,Personal Travel,2,10,65,Eco,13,1/13/14,OO,Northwest Business Airlines Inc.,Illinois,Ohio,15,0,0,No,48,240,no,-87.895427,41.827126,-84.168145,39.754911
"Kansas City, MO","Minneapolis, MN",4,Blue,31,Female,1,2003,9,39,Business travel,2,45,55,Eco,8,1/8/14,WN,Cheapseats Airlines Inc.,Minnesota,Missouri,7,9,0,No,62,393,no,-93.2798,44.978156,-94.594897,39.039792
"Orlando, FL","San Francisco, CA",2,Blue,76,Male,2,2007,32,9,Personal Travel,0,20,85,Eco,20,1/20/14,OU,Oursin Airlines Inc.,California,Florida,8,0,0,No,268,2446,no,-122.383287,37.754645,-81.411184,28.584434
"Minneapolis, MN","Las Vegas, NV",4,Blue,24,Female,2,2008,27,18,Mileage tickets,2,0,0,Eco,16,3/16/14,DL,Sigma Airlines Inc.,Nevada,Minnesota,19,0,0,No,159,1299,no,-115.167218,36.134893,-93.2798,44.978156
"Austin, TX","Atlanta, GA",3,Blue,66,Male,1,2008,57,1,Personal Travel,0,0,10,Eco,13,2/13/14,DL,Sigma Airlines Inc.,Georgia,Texas,14,0,0,No,124,813,no,-84.331858,33.824102,-97.761533,30.358514
"San Francisco, CA","Los Angeles, CA",2,Blue,28,Female,1,2005,6,26,Personal Travel,3,60,80,Eco,27,2/27/14,VX,Cool&Young Airlines Inc.,California,California,9,132,140,No,69,337,yes,-118.104332,33.982668,-122.383287,37.754645
"San Diego, CA","San Jose, CA",4,Blue,37,Male,1,2009,4,7,Business travel,2,0,150,Eco Plus,18,3/18/14,WN,Cheapseats Airlines Inc.,California,California,8,0,0,No,61,417,no,-121.945145,37.329845,-117.128799,32.928728
"Los Angeles, CA","Seattle, WA",3,Blue,70,Female,1,2005,27,10,Personal Travel,0,0,175,Eco,3,2/3/14,AS,FlyToSun Airlines Inc.,Washington,California,10,0,0,No,112,954,no,-122.274661,47.468409,-118.104332,33.982668
"Atlanta, GA","Philadelphia, PA",4,Blue,40,Male,1,2010,8,10,Business travel,1,5,105,Eco,16,3/16/14,FL,FlyHere Airways,Pennsylvania,Georgia,6,0,2,No,112,666,no,-75.298163,39.973331,-84.331858,33.824102
"Detroit, MI","Charlotte, NC",4,Silver,39,Female,1,2007,0,13,Business travel,2,155,50,Eco Plus,8,1/8/14,US,Southeast Airlines Co.,North Carolina,Michigan,14,0,0,No,79,500,no,-80.815826,35.249654,-83.227554,42.490005
"Atlanta, GA","Philadelphia, PA",4,Blue,65,Female,2,2011,27,3,Business travel,0,0,90,Eco Plus,1,1/1/14,DL,Sigma Airlines Inc.,Pennsylvania,Georgia,11,0,0,No,105,666,no,-75.298163,39.973331,-84.331858,33.824102
"Denver, CO","Tucson, AZ",4,Blue,22,Female,1,2008,17,21,Mileage tickets,3,30,30,Eco,20,3/20/14,OO,Northwest Business Airlines Inc.,Arizona,Colorado,7,0,0,No,88,639,no,-110.946141,32.254891,-104.955096,39.710774
"Salt Lake City, UT","Los Angeles, CA",5,Silver,51,Male,1,2004,25,10,Business travel,0,120,120,Eco,12,2/12/14,DL,Sigma Airlines Inc.,California,Utah,13,0,0,No,83,590,no,-118.104332,33.982668,-111.929515,40.640838
"Philadelphia, PA","Orlando, FL",4,Blue,51,Male,1,2012,1,3,Business travel,0,0,10,Eco,10,3/10/14,US,Southeast Airlines Co.,Florida,Pennsylvania,14,43,40,No,125,861,yes,-81.411184,28.584434,-75.298163,39.973331
"Phoenix, AZ","Philadelphia, PA",3,Blue,42,Female,1,2003,47,3,Business travel,0,30,75,Eco,27,2/27/14,US,Southeast Airlines Co.,Pennsylvania,Arizona,8,80,81,No,299,2075,yes,-75.298163,39.973331,-111.970041,33.494067
"Seattle, WA","San Francisco, CA",2,Blue,85,Female,1,2010,33,10,Personal Travel,0,0,120,Eco Plus,5,1/5/14,AS,FlyToSun Airlines Inc.,California,Washington,7,0,9,No,103,679,yes,-122.383287,37.754645,-122.274661,47.468409
"Atlanta, GA","Mobile, AL",3,Gold,34,Female,2,2003,24,24,Mileage tickets,2,30,50,Eco,5,2/5/14,EV,FlyFast Airways Inc.,Alabama,Georgia,6,0,0,No,45,302,no,-88.163457,30.667396,-84.331858,33.824102
"New York, NY","Atlanta, GA",2,Blue,57,Female,2,2007,11,9,Personal Travel,0,0,20,Business,30,3/30/14,DL,Sigma Airlines Inc.,Georgia,New York,12,8,1,No,100,760,no,-84.331858,33.824102,-73.970221,40.718357
"Salt Lake City, UT","New York, NY",3,Blue,70,Male,1,2004,23,10,Personal Travel,0,60,105,Eco,26,1/26/14,DL,Sigma Airlines Inc.,New York,Utah,12,0,0,No,297,1990,no,-73.970221,40.718357,-111.929515,40.640838
"Houston, TX","Charleston, SC",3,Blue,17,Male,2,2008,28,10,Mileage tickets,1,0,55,Eco Plus,15,3/15/14,WN,Cheapseats Airlines Inc.,South Carolina,Texas,12,7,14,No,157,928,yes,-80.015543,32.902255,-95.393531,29.784308
"Yuma, AZ","Phoenix, AZ",3,Blue,23,Female,1,2008,62,5,Business travel,0,0,30,Business,11,2/11/14,OO,Northwest Business Airlines Inc.,Arizona,Arizona,17,25,22,No,28,160,yes,-111.970041,33.494067,-114.56828,32.677243
"Atlanta, GA","Los Angeles, CA",4,Blue,47,Female,3,2011,23,10,Personal Travel,1,0,0,Eco,28,1/28/14,WN,Cheapseats Airlines Inc.,California,Georgia,13,25,18,No,228,1947,yes,-118.104332,33.982668,-84.331858,33.824102
"Orlando, FL","New York, NY",3,Blue,70,Male,2,2004,6,5,Personal Travel,0,0,50,Eco,21,2/21/14,B6,OnlyJets Airlines Inc.,New York,Florida,9,118,134,No,158,950,yes,-73.970221,40.718357,-81.411184,28.584434
"Houston, TX","Omaha, NE",1,Blue,65,Male,2,2012,29,3,Personal Travel,0,0,25,Eco,16,2/16/14,EV,FlyFast Airways Inc.,Nebraska,Texas,10,0,0,No,107,781,no,-96.034641,41.234859,-95.393531,29.784308
"New York, NY","Atlanta, GA",4,Blue,19,Female,1,2007,17,3,Business travel,2,0,30,Eco,17,1/17/14,MQ,EnjoyFlying Air Services,Georgia,New York,11,0,0,No,93,762,no,-84.331858,33.824102,-73.970221,40.718357
"Boston, MA","Charlotte, NC",3,Blue,29,Female,1,2012,28,17,Personal Travel,4,25,30,Eco,17,2/17/14,US,Southeast Airlines Co.,North Carolina,Massachusetts,9,0,0,No,98,728,no,-80.815826,35.249654,-71.140708,42.373132
"Phoenix, AZ","Salt Lake City, UT",5,Platinum,54,Male,1,2012,2,1,Business travel,0,0,90,Eco,12,2/12/14,DL,Sigma Airlines Inc.,Utah,Arizona,11,0,0,No,67,507,no,-111.929515,40.640838,-111.970041,33.494067
"Washington, DC","New York, NY",2,Blue,70,Female,1,2004,8,7,Personal Travel,0,0,75,Eco Plus,19,3/19/14,EV,FlyFast Airways Inc.,New York,Virginia,9,9,1,No,44,228,no,-73.970221,40.718357,-77.18974,38.897394
"Helena, MT","Denver, CO",2,Blue,32,Female,1,2010,29,20,Personal Travel,2,0,60,Eco,20,2/20/14,OO,Northwest Business Airlines Inc.,Colorado,Montana,19,86,106,No,112,594,yes,-104.955096,39.710774,-111.993456,46.614109
"St. Louis, MO","Tampa, FL",2,Blue,80,Male,1,2012,32,1,Business travel,0,0,120,Business,9,1/9/14,WN,Cheapseats Airlines Inc.,Florida,Missouri,16,64,55,No,128,869,yes,-82.513188,28.006247,-90.340926,38.630705
"Aspen, CO","Los Angeles, CA",3,Blue,54,Male,2,2004,52,6,Personal Travel,0,0,60,Eco,13,1/13/14,OO,Northwest Business Airlines Inc.,California,Colorado,9,0,2,No,109,737,no,-118.104332,33.982668,-106.840283,39.199278
"Charlotte, NC","Miami, FL",4,Blue,46,Female,1,2006,18,10,Business travel,1,0,60,Eco,10,1/10/14,MQ,EnjoyFlying Air Services,Florida,North Carolina,14,0,1,No,100,650,no,-80.231428,26.175616,-80.815826,35.249654
"Pittsburgh, PA","Houston, TX",2,Blue,39,Male,2,2008,15,4,Business travel,0,15,105,Eco,21,2/21/14,OU,Oursin Airlines Inc.,Texas,Pennsylvania,21,34,24,No,124,1117,yes,-95.393531,29.784308,-79.951005,40.456961
"Baltimore, MD","Indianapolis, IN",4,Gold,40,Female,1,2006,4,7,Business travel,3,0,30,Eco,7,3/7/14,WN,Cheapseats Airlines Inc.,Indiana,Maryland,20,17,9,No,79,516,yes,-86.145521,39.811262,-76.64776,39.234099
"Salt Lake City, UT","Detroit, MI",4,Blue,44,Female,1,2004,31,4,Business travel,0,0,10,Eco,7,1/7/14,DL,Sigma Airlines Inc.,Michigan,Utah,8,36,31,No,220,1481,yes,-83.227554,42.490005,-111.929515,40.640838
"St. Louis, MO","Denver, CO",4,Silver,34,Male,1,2003,21,14,Business travel,1,70,70,Eco,11,1/11/14,WN,Cheapseats Airlines Inc.,Colorado,Missouri,17,13,17,No,99,770,yes,-104.955096,39.710774,-90.340926,38.630705
"Phoenix, AZ","Houston, TX",4,Blue,39,Female,2,2003,34,4,Business travel,1,2,0,Eco,23,3/23/14,US,Southeast Airlines Co.,Texas,Arizona,18,0,0,No,153,1009,no,-95.393531,29.784308,-111.970041,33.494067
"New Orleans, LA","Chicago, IL",3,Blue,30,Female,1,2012,12,17,Business travel,5,0,50,Eco,4,3/4/14,EV,FlyFast Airways Inc.,Illinois,Louisiana,14,0,8,No,140,837,yes,-87.895427,41.827126,-90.143683,29.954653
"Los Angeles, CA","Tucson, AZ",4,Blue,56,Female,1,2003,17,7,Business travel,0,0,30,Eco,20,2/20/14,OO,Northwest Business Airlines Inc.,Arizona,California,17,32,29,No,74,451,yes,-110.946141,32.254891,-118.104332,33.982668
"Tampa, FL","Atlanta, GA",4,Silver,45,Female,1,2012,20,22,Business travel,2,55,262,Eco,28,3/28/14,DL,Sigma Airlines Inc.,Georgia,Florida,10,0,0,No,61,406,no,-84.331858,33.824102,-82.513188,28.006247
"Chicago, IL","Los Angeles, CA",3,Gold,48,Female,1,2005,6,17,Business travel,2,50,50,Eco,29,3/29/14,WN,Cheapseats Airlines Inc.,California,Illinois,11,8,0,No,209,1750,no,-118.104332,33.982668,-87.895427,41.827126
"Indianapolis, IN","Detroit, MI",2,Blue,36,Female,1,2008,27,18,Personal Travel,3,5,75,Eco,27,2/27/14,DL,Sigma Airlines Inc.,Michigan,Indiana,20,1,0,No,41,231,no,-83.227554,42.490005,-86.145521,39.811262
"Chicago, IL","Detroit, MI",2,Blue,80,Female,2,2007,35,6,Personal Travel,0,0,105,Eco,5,1/5/14,MQ,EnjoyFlying Air Services,Michigan,Illinois,20,NA,NA,Yes,NA,235,no,-83.227554,42.490005,-87.895427,41.827126
"Little Rock, AR","Houston, TX",2,Blue,68,Female,1,2003,35,4,Personal Travel,0,0,90,Eco,21,2/21/14,EV,FlyFast Airways Inc.,Texas,Arkansas,20,202,182,No,51,374,yes,-95.393531,29.784308,-92.321221,34.756564
"New York, NY","Jackson, WY",4,Blue,56,Male,0,2009,4,31,Business travel,2,0,0,Eco,4,1/4/14,DL,Sigma Airlines Inc.,Wyoming,New York,11,307,299,No,210,1894,yes,-110.756716,43.471616,-73.970221,40.718357
"Salt Lake City, UT","Atlanta, GA",2,Blue,42,Male,2,2009,56,10,Business travel,2,0,30,Eco,13,3/13/14,DL,Sigma Airlines Inc.,Georgia,Utah,8,173,171,No,215,1590,yes,-84.331858,33.824102,-111.929515,40.640838
"Atlanta, GA","Indianapolis, IN",3,Silver,44,Female,1,2004,7,15,Personal Travel,2,60,135,Eco,9,3/9/14,FL,FlyHere Airways,Indiana,Georgia,6,0,6,No,69,432,yes,-86.145521,39.811262,-84.331858,33.824102
"Miami, FL","New York, NY",2,Blue,21,Male,1,2010,10,1,Business travel,0,0,50,Eco,6,3/6/14,DL,Sigma Airlines Inc.,New York,Florida,19,3,15,No,171,1096,yes,-73.970221,40.718357,-80.231428,26.175616
"Denver, CO","Houston, TX",5,Silver,57,Female,1,2011,11,7,Business travel,0,0,90,Eco,29,1/29/14,OU,Oursin Airlines Inc.,Texas,Colorado,17,5,3,No,134,862,no,-95.393531,29.784308,-104.955096,39.710774
"Richmond, VA","Atlanta, GA",1,Blue,85,Female,1,2012,22,8,Personal Travel,0,0,100,Eco,2,1/2/14,DL,Sigma Airlines Inc.,Georgia,Virginia,19,111,110,No,65,481,yes,-84.331858,33.824102,-77.487983,37.477942
"Washington, DC","Orlando, FL",4,Silver,72,Female,1,2004,20,14,Personal Travel,1,200,95,Eco,7,2/7/14,US,Southeast Airlines Co.,Florida,Virginia,18,0,0,No,94,759,no,-81.411184,28.584434,-77.18974,38.897394
"Tucson, AZ","Houston, TX",4,Platinum,33,Female,2,2007,14,8,Personal Travel,0,0,270,Eco,20,3/20/14,OO,Northwest Business Airlines Inc.,Texas,Arizona,11,0,14,No,155,936,yes,-95.393531,29.784308,-110.946141,32.254891
"Denver, CO","Anchorage, AK",5,Platinum,50,Male,1,2006,21,4,Business travel,3,28,105,Eco,5,2/5/14,OU,Oursin Airlines Inc.,Alaska,Colorado,23,29,19,No,285,2405,yes,-149.847166,61.167916,-104.955096,39.710774
"Las Vegas, NV","Baltimore, MD",4,Silver,78,Female,1,2003,19,6,Mileage tickets,0,130,10,Eco,19,3/19/14,WN,Cheapseats Airlines Inc.,Maryland,Nevada,6,0,19,No,323,2106,yes,-76.64776,39.234099,-115.167218,36.134893
"Atlanta, GA","Birmingham, AL",3,Blue,65,Male,1,2008,22,9,Personal Travel,0,0,177,Eco,14,2/14/14,EV,FlyFast Airways Inc.,Alabama,Georgia,18,NA,NA,Yes,NA,134,no,-86.791974,33.469107,-84.331858,33.824102
"Miami, FL","Boston, MA",4,Silver,43,Male,1,2009,13,10,Business travel,1,0,60,Eco,25,3/25/14,AA,Paul Smith Airlines Inc.,Massachusetts,Florida,5,0,9,No,188,1258,yes,-71.140708,42.373132,-80.231428,26.175616
"Kansas City, MO","Los Angeles, CA",4,Blue,64,Female,1,2004,21,5,Business travel,0,5,15,Eco,15,1/15/14,WN,Cheapseats Airlines Inc.,California,Missouri,18,0,0,No,167,1363,no,-118.104332,33.982668,-94.594897,39.039792
"Atlanta, GA","Hartford, CT",1,Blue,71,Male,2,2012,32,6,Personal Travel,0,0,30,Eco,23,2/23/14,DL,Sigma Airlines Inc.,Connecticut,Georgia,18,0,0,No,137,859,no,-72.69883,41.740122,-84.331858,33.824102
"Boston, MA","New York, NY",4,Blue,27,Female,2,2004,17,15,Business travel,2,0,60,Business,28,1/28/14,B6,OnlyJets Airlines Inc.,New York,Massachusetts,13,0,0,No,35,187,no,-73.970221,40.718357,-71.140708,42.373132
"Charlotte, NC","Chicago, IL",4,Blue,35,Female,2,2008,9,14,Mileage tickets,1,65,75,Eco,26,3/26/14,WN,Cheapseats Airlines Inc.,Illinois,North Carolina,20,7,0,No,77,584,no,-87.895427,41.827126,-80.815826,35.249654
"Detroit, MI","Hartford, CT",3,Blue,80,Female,1,2003,13,1,Personal Travel,0,140,135,Eco,21,3/21/14,DL,Sigma Airlines Inc.,Connecticut,Michigan,6,0,0,No,87,549,no,-72.69883,41.740122,-83.227554,42.490005
"Houston, TX","Denver, CO",4,Blue,46,Male,1,2011,31,2,Business travel,0,0,60,Eco,30,3/30/14,OU,Oursin Airlines Inc.,Colorado,Texas,17,5,0,No,112,862,no,-104.955096,39.710774,-95.393531,29.784308
"Houston, TX","San Francisco, CA",3,Blue,36,Female,1,2012,52,29,Mileage tickets,3,25,40,Eco,4,1/4/14,OU,Oursin Airlines Inc.,California,Texas,12,5,0,No,184,1635,no,-122.383287,37.754645,-95.393531,29.784308
"Eugene, OR","Portland, OR",1,Blue,27,Female,2,2011,26,8,Mileage tickets,0,0,80,Eco,30,3/30/14,OO,Northwest Business Airlines Inc.,Oregon,Oregon,22,0,0,No,27,106,no,-122.651087,45.520404,-123.076636,44.065995
"St. Louis, MO","Philadelphia, PA",4,Blue,28,Female,2,2009,27,9,Mileage tickets,1,120,210,Eco,19,1/19/14,WN,Cheapseats Airlines Inc.,Pennsylvania,Missouri,18,17,2,No,126,814,no,-75.298163,39.973331,-90.340926,38.630705
"San Juan, PR","Boston, MA",4,Blue,36,Male,2,2003,21,10,Business travel,3,0,60,Eco,30,3/30/14,B6,OnlyJets Airlines Inc.,Massachusetts,Puerto Rico,8,42,43,No,212,1674,yes,-71.140708,42.373132,-66.116246,18.288174
"Salt Lake City, UT","San Francisco, CA",1,Platinum,65,Male,0,2012,33,1,Personal Travel,0,0,60,Eco,1,3/1/14,OO,Northwest Business Airlines Inc.,California,Utah,19,86,88,No,76,599,yes,-122.383287,37.754645,-111.929515,40.640838
"San Francisco, CA","Boston, MA",4,Blue,54,Male,2,2012,26,2,Business travel,0,0,65,Eco,4,2/4/14,VX,Cool&Young Airlines Inc.,Massachusetts,California,8,7,NA,No,NA,2704,no,-71.140708,42.373132,-122.383287,37.754645
"Kahului, HI","Los Angeles, CA",4,Blue,30,Female,1,2011,3,10,Business travel,1,10,70,Eco,28,2/28/14,DL,Sigma Airlines Inc.,California,Hawaii,8,6,40,No,345,2486,yes,-118.104332,33.982668,-156.477892,20.886428
"Chicago, IL","Seattle, WA",4,Silver,44,Male,1,2008,17,11,Mileage tickets,2,1,85,Eco,24,1/24/14,AA,Paul Smith Airlines Inc.,Washington,Illinois,8,7,27,No,233,1721,yes,-122.274661,47.468409,-87.895427,41.827126
"Los Angeles, CA","Denver, CO",2,Blue,85,Female,2,2011,6,10,Personal Travel,0,0,90,Eco,26,3/26/14,OU,Oursin Airlines Inc.,Colorado,California,20,6,16,No,123,862,yes,-104.955096,39.710774,-118.104332,33.982668
"Las Vegas, NV","Houston, TX",3,Blue,42,Female,2,2008,14,6,Business travel,0,0,0,Eco,21,2/21/14,WN,Cheapseats Airlines Inc.,Texas,Nevada,12,25,19,No,191,1235,yes,-95.393531,29.784308,-115.167218,36.134893
"Houston, TX","Tulsa, OK",2,Blue,15,Female,2,2012,32,8,Personal Travel,3,0,70,Eco,2,3/2/14,EV,FlyFast Airways Inc.,Oklahoma,Texas,16,NA,NA,Yes,NA,429,no,-95.901334,36.105449,-95.393531,29.784308
"Bethel, AK","Anchorage, AK",3,Blue,70,Female,1,2004,8,5,Personal Travel,0,15,135,Eco,28,2/28/14,AS,FlyToSun Airlines Inc.,Alaska,Alaska,19,0,0,No,54,399,no,-149.847166,61.167916,-161.782459,60.79492
"Sioux Falls, SD","Atlanta, GA",3,Blue,33,Female,2,2003,18,19,Business travel,1,30,55,Eco,9,1/9/14,EV,FlyFast Airways Inc.,Georgia,South Dakota,19,20,0,No,131,954,no,-84.331858,33.824102,-96.735632,43.533494
"Salt Lake City, UT","New York, NY",4,Blue,45,Female,1,2011,4,3,Business travel,5,0,37,Eco,12,1/12/14,DL,Sigma Airlines Inc.,New York,Utah,19,7,0,No,271,1990,no,-73.970221,40.718357,-111.929515,40.640838
"Houston, TX","Birmingham, AL",1,Blue,36,Female,1,2009,5,34,Personal Travel,6,0,70,Eco,3,1/3/14,EV,FlyFast Airways Inc.,Alabama,Texas,10,2,2,No,89,562,no,-86.791974,33.469107,-95.393531,29.784308
"Jackson, WY","Salt Lake City, UT",3,Blue,61,Male,2,2009,41,8,Personal Travel,0,15,120,Eco,29,3/29/14,DL,Sigma Airlines Inc.,Utah,Wyoming,17,0,0,No,37,205,no,-111.929515,40.640838,-110.756716,43.471616
"Phoenix, AZ","Las Vegas, NV",5,Blue,54,Female,1,2003,42,4,Business travel,0,45,60,Eco,29,1/29/14,WN,Cheapseats Airlines Inc.,Nevada,Arizona,12,1,0,No,44,255,no,-115.167218,36.134893,-111.970041,33.494067
"Buffalo, NY","Boston, MA",3,Silver,62,Male,1,2007,3,3,Business travel,1,0,195,Eco,31,1/31/14,B6,OnlyJets Airlines Inc.,Massachusetts,New York,14,0,2,No,83,395,no,-71.140708,42.373132,-78.823675,42.92493
"Chicago, IL","Portland, OR",3,Platinum,77,Male,1,2011,42,3,Personal Travel,0,0,100,Eco,11,3/11/14,AA,Paul Smith Airlines Inc.,Oregon,Illinois,6,0,0,No,209,1739,no,-122.651087,45.520404,-87.895427,41.827126
"Los Angeles, CA","San Jose, CA",4,Blue,46,Male,1,2012,27,4,Business travel,0,15,60,Business,7,1/7/14,VX,Cool&Young Airlines Inc.,California,California,8,0,0,No,46,308,no,-121.945145,37.329845,-118.104332,33.982668
"Philadelphia, PA","Boston, MA",5,Silver,39,Male,0,2005,11,16,Business travel,2,5,35,Eco,18,2/18/14,US,Southeast Airlines Co.,Massachusetts,Pennsylvania,6,25,18,No,64,280,yes,-71.140708,42.373132,-75.298163,39.973331
"Minneapolis, MN","Boston, MA",4,Blue,44,Male,1,2007,23,18,Business travel,2,0,75,Eco,11,3/11/14,DL,Sigma Airlines Inc.,Massachusetts,Minnesota,8,3,8,No,186,1124,yes,-71.140708,42.373132,-93.2798,44.978156
"Columbus, OH","Atlanta, GA",4,Silver,50,Female,1,2006,1,4,Business travel,1,0,160,Eco,4,3/4/14,FL,FlyHere Airways,Georgia,Ohio,10,11,0,No,64,447,no,-84.331858,33.824102,-82.968532,40.021161
"Washington, DC","Chicago, IL",4,Silver,35,Male,1,2003,16,17,Business travel,2,0,80,Eco,6,3/6/14,WN,Cheapseats Airlines Inc.,Illinois,Virginia,13,0,0,No,80,577,no,-87.895427,41.827126,-77.18974,38.897394
"Los Angeles, CA","Houston, TX",3,Silver,47,Female,0,2003,52,6,Personal Travel,0,240,0,Eco,28,3/28/14,OU,Oursin Airlines Inc.,Texas,California,17,0,14,No,201,1379,yes,-95.393531,29.784308,-118.104332,33.982668
"St. Louis, MO","Chicago, IL",2,Blue,65,Male,2,2004,44,8,Personal Travel,0,17,81,Eco,1,2/1/14,MQ,EnjoyFlying Air Services,Illinois,Missouri,14,55,149,No,53,258,yes,-87.895427,41.827126,-90.340926,38.630705
"Phoenix, AZ","El Paso, TX",3,Blue,63,Male,2,2010,16,5,Business travel,0,0,51,Eco,22,2/22/14,WN,Cheapseats Airlines Inc.,Texas,Arizona,14,29,41,No,58,347,yes,-106.389031,31.780239,-111.970041,33.494067
"Boston, MA","Washington, DC",4,Blue,25,Male,1,2004,6,7,Business travel,3,0,30,Eco,26,3/26/14,B6,OnlyJets Airlines Inc.,Virginia,Massachusetts,12,0,0,No,66,399,no,-77.18974,38.897394,-71.140708,42.373132
"Burlington, VT","New York, NY",3,Blue,17,Female,2,2008,16,8,Mileage tickets,4,5,30,Business,16,2/16/14,B6,OnlyJets Airlines Inc.,New York,Vermont,22,112,109,No,52,266,yes,-73.970221,40.718357,-73.147596,44.47408
"Manchester, NH","Tampa, FL",3,Blue,80,Male,1,2010,19,1,Business travel,0,62,80,Eco Plus,28,2/28/14,WN,Cheapseats Airlines Inc.,Florida,New Hampshire,19,55,34,No,148,1204,yes,-82.513188,28.006247,-71.479666,42.991043
"Mobile, AL","Chicago, IL",2,Blue,16,Male,1,2011,36,9,Business travel,1,0,135,Eco Plus,12,2/12/14,EV,FlyFast Airways Inc.,Illinois,Alabama,18,244,259,No,107,779,yes,-87.895427,41.827126,-88.163457,30.667396
